region,year,wages,precarity_age,pes1_age,pes2_age,pes3_age,pes4_age,pes5_age,pes6_age,pes7_age
3,1992,18547.449225473323,3.9350019739529514,0.6152881595524994,0.6562742153184168,0.5442754321285119,0.5839521350545015,0.9808743886402731,0.7418159220883549,0.8383392747561621
3,1994,19886.845360824744,4.023987673195876,0.6155288067010325,0.6701902689003457,0.5549070828178702,0.5973998740549827,1.0050581779496,0.7374618908361983,0.8778057906070955
3,1996,24065.373913043477,3.812923260579717,0.5660665693333325,0.6230990089855082,0.4661530867826081,0.5099554924637704,0.9502802237101488,0.6535317896231865,0.7951413599999929
3,1998,26620.919833729215,3.721631489489319,0.5527183236935826,0.5790741993467935,0.44035815570071196,0.4707303728028504,0.9503209611045179,0.6305572296318279,0.7783947492874045
3,2000,31742.63704164077,3.7090414825357394,0.5642381319453049,0.592074084648852,0.41320938663766427,0.44818344872591465,0.9580485428837824,0.6127467118085752,0.7693912720944586
3,2002,35126.844106463876,3.775728236565264,0.6032619781368803,0.5626755606463905,0.4425990301647649,0.45265583751584154,0.9808700865019042,0.6205853361850439,0.7898864036121583
3,2004,36830.917729591834,3.878109929655606,0.6433007246173464,0.6062973364158183,0.4799526791454083,0.49315527142856846,1.00782245408163,0.6386543584183701,0.8163250039540808
3,2006,37380.45466321243,4.022703986981869,0.6810617874352337,0.6475907507772038,0.5368692996114013,0.5347550270077727,1.0503133053108757,0.6726852698834227,0.8437290365932653
3,2008,40366.532175032175,4.061964732303737,0.6848156232303765,0.6398860293436316,0.5488177981981996,0.5357569036036055,1.0788726554053987,0.6689772548262584,0.846923420398975
3,2010,40223.215803452855,4.275691080411678,0.7422289258964168,0.7103530066401073,0.6146250240371888,0.6036575280212487,1.1314474175298719,0.7152844600265597,0.9254254243691942
3,2012,43383.48626373626,4.380420971291192,0.7989221947802241,0.7626239116071429,0.6372793061126433,0.6469736245192327,1.178956496085157,0.7352234077609856,0.9432442730082441
3,2014,43705.48108493933,4.506175777301922,0.8364250416845151,0.8020327704496762,0.6693126769450407,0.6847304735189138,1.2177427769450315,0.7703724974304039,0.9859450209850164
3,2016,45695.14869888476,4.569696981338288,0.9041565156133876,0.7900340130854996,0.6626603336059472,0.6865514327137515,1.2211535398512952,0.7352839730111476,0.975061684237923
4,1988,12930.82679738562,4.022019812026119,0.614654368627452,0.5859952390849613,0.6275689898692765,0.6763574530065272,1.0153892027450933,0.7612312739869321,0.9133723486274484
4,1990,16452.243681140637,4.031944168956574,0.6175784368762164,0.6743596719377828,0.5931821712896933,0.6386659399222234,1.0048429915100385,0.7248043824368133,0.8750757127673323
4,1992,18839.466453674122,4.060501562939297,0.6547600530351464,0.6631565589776359,0.5867283796166116,0.629098879041532,1.0167320214696467,0.7520288892651762,0.8659839892012738
4,1994,19764.428664921466,4.258929044633512,0.6814001479057608,0.7135830223822001,0.6258899130235606,0.684553878468587,1.0688436497382199,0.8011851579188478,0.9400177460732939
4,1996,23786.085714285713,4.036399084557835,0.6351684251700686,0.6474516617687075,0.5689168414965982,0.6147659738775528,1.0112139063945607,0.7036930117006762,0.8796789729931904
4,1998,26826.008922443376,3.999892150720663,0.645909590528479,0.6359378693891562,0.564374434934796,0.5833933921757032,1.018301757103643,0.6821832282086453,0.8457698466712364
4,2000,31147.30143884892,4.058481130575541,0.6759507432374073,0.6634408886330955,0.5583493282014389,0.5919735615107875,1.0330884045323765,0.6914949269784156,0.8672047830215748
4,2002,34314.48804934464,3.9961912422513413,0.6813934235929063,0.6214422640709346,0.5404575536622969,0.5599847718581321,1.0254895443330787,0.6591482847340027,0.8566176763299854
4,2004,36892.79053529868,4.044743162529085,0.6934907160589591,0.6406518869666413,0.5624222748642358,0.5836716074476304,1.0413107583397958,0.6758622669511266,0.8760380364623725
4,2006,38791.01614142967,4.242175476556501,0.7636045354342823,0.7130060542659502,0.6332034308993111,0.6487759946963874,1.1015776175249758,0.7187198933897025,0.9177075866256753
4,2008,41395.11430734292,4.318417542846329,0.7769978377744158,0.7357129247539765,0.6696852990915999,0.6669958730507204,1.1245362674488952,0.7331620133232435,0.9466793464799431
4,2010,41492.77036462374,4.299092609387115,0.7828236545384037,0.7194493858805269,0.6554411868114858,0.6780247012412726,1.1170360138867257,0.716549513964313,0.9656874843289406
4,2012,43122.440842787684,4.466112647730947,0.8435082216369569,0.7832070794165299,0.6942808374392276,0.7240224444894678,1.1773408426256025,0.7692882531604516,1.0060695476499226
4,2014,44685.67360532889,4.608445918734378,0.874689160366367,0.8317305345545359,0.7355910551207346,0.7786103357202329,1.2202799752706006,0.8032044249791812,1.0379458141548752
4,2016,48609.17647058824,4.672232921398124,0.9488329461210607,0.8515668236999118,0.7397289345268536,0.7696472509803886,1.2210474697357137,0.7786808758738233,1.03024783623189
