edulevel,year,wages,precarity_age,pes1_age,pes2_age,pes3_age,pes4_age,pes5_age,pes6_age,pes7_age
3,1994,23553.60328726186,3.7637051310048597,0.5502865148673889,0.6348023073589876,0.4950596897273076,0.5215652914830023,1.0148558272319819,0.6525198071722094,0.8157960686589374
3,1996,27186.562334217506,3.6345013173550615,0.527430407502841,0.6061602839712027,0.45847575646077987,0.46773510147783415,0.9848741623342204,0.5761004792724544,0.7662828347858947
3,1998,29998.24750575595,3.641657694244064,0.5502090699155735,0.6020470367229455,0.4659330872217953,0.4648619768994617,1.0091971655794365,0.5769866504604735,0.7506267600920897
3,2000,34934.791437549095,3.615776378161821,0.5596035147289841,0.5979765757659057,0.4421084635899436,0.44037230471327116,1.005502119560093,0.5589100749018062,0.7371476679889949
3,2002,38133.990180032735,3.703146161783934,0.5924299704173513,0.5938237822422244,0.464110590671029,0.4422629449672632,1.0284748813420588,0.5816452577332255,0.7639010894435256
3,2004,40179.333741830065,3.7805651601307053,0.6249216828839871,0.610848141544114,0.4915036814542461,0.4716523720588189,1.0460235994689517,0.5945459684640534,0.7891088787173192
3,2006,43320.18670496512,3.8610231356585833,0.6376423081247431,0.6287288991382833,0.5180747297907273,0.4834640999179327,1.0665402771029902,0.6045202523594644,0.793615934304473
3,2008,44400.06361974406,4.036258749872025,0.6849433110054856,0.6730579582449702,0.5666167337477156,0.5388472689945226,1.1147330304204728,0.6542074389396719,0.8327378599268805
3,2010,44847.82719233604,4.066422536182762,0.6888855329403051,0.6696734754237278,0.5692496862196029,0.5475916603168836,1.1145532317243902,0.647213115364773,0.8683125901621267
3,2012,47201.55349013657,4.253142249051569,0.7567590963960549,0.7430699022382375,0.6141550193854292,0.6154196169195842,1.1762932327389906,0.6994965262139554,0.9066742390743506
3,2014,47361.486153846156,4.382017915153844,0.7986241941923122,0.7804705714615344,0.6546304740384559,0.6531627491538522,1.207383878192302,0.7352320043846055,0.9486679294615354
3,2016,48684.15548539858,4.45658960469615,0.8696726963299157,0.7828523055248584,0.6508110009865744,0.6552369606945598,1.2220775441988925,0.7074499462904472,0.9418120008681943
4,1988,18260.186761229314,3.1245475021276623,0.3745595408983451,0.46323423286051985,0.44252281323877096,0.4091577950354617,0.9235596408983471,0.41753092174940887,0.6897272936170209
4,1990,25112.705304518666,2.952324941846755,0.3073722300589387,0.538367287033398,0.3816233080550097,0.3051314469548135,0.8903509451866447,0.3479141754420432,0.6295026198428295
4,1992,31705.762393162393,2.9078184307692347,0.317132444444445,0.5512036981196585,0.31465458273504326,0.305391873504273,0.9036542136752151,0.326709189914531,0.6198415524786339
4,1994,34455.572337042926,3.060069537360886,0.3601775511923689,0.5837355863275059,0.37276995739268587,0.37074894880763,0.9104971340222582,0.40058511510333994,0.6911259303656616
4,1996,41411.94744744745,2.863979677927928,0.33166666561561564,0.5252521427927932,0.3080549618618615,0.28592238858858765,0.8578601600600606,0.3101912768768773,0.6324193414414433
4,1998,43101.435036496354,2.979394705255477,0.3932492160583942,0.5288199924087579,0.3806473375182486,0.3483646089051102,0.8708709697810195,0.3406338689051107,0.6511151756204387
4,2000,55070.004322766574,2.9544544500000027,0.3761381543227652,0.5693335564841486,0.3502918348703162,0.32402896945245035,0.876542165850143,0.31265915216138246,0.6469014574927978
4,2002,63947.62957746479,3.014798213380293,0.43369017197183,0.5609189421126752,0.36686438802816906,0.3145313014084511,0.905919346619715,0.30331282577464647,0.6535048074647917
4,2004,65303.57455540356,3.0947262823529447,0.43524147291381565,0.5665100746922022,0.39161575321477415,0.33662257674418616,0.9188023447332367,0.3246127651162776,0.687668718604653
4,2006,68570.76861702128,3.229891183510641,0.4960297519946808,0.5913679042553186,0.457226944547873,0.37929220638297856,0.9553654248670188,0.3822047300531898,0.6944679843085126
4,2008,72758.6065773447,3.315140798051161,0.4931623629719856,0.6089494099878212,0.4645654995127887,0.37491898855054817,1.0031207330085214,0.35678000840438406,0.7079190902557863
4,2010,76656.76491646779,3.3144520896181406,0.4656061994033427,0.6070416702863978,0.44878430107398504,0.3793559926014321,0.974353808711214,0.34221678830548996,0.734324837708831
4,2012,80789.4020979021,3.359038515850819,0.49238381736596676,0.61563438787879,0.4258379853146857,0.3874728284382288,1.0105063076923049,0.33767158531468633,0.7328882680652709
4,2014,83069.66929133858,3.6621780301462286,0.5847974424071979,0.6976766444319459,0.528175540719907,0.4977902309336359,1.0861867230596145,0.4278826740157499,0.8182964980877413
4,2016,84846.86606129399,3.6103583673098743,0.590097427468784,0.6831519777525529,0.4938452281498272,0.4564850929625439,1.066827655618614,0.372284084562999,0.7785409119182765
